StateFIPCode,ZipCode,StateAbbr,City,Longitude,Latitude,Population,AllocationPercentage
21,42735,KY,FAIRPLAY,85.32621400,37.03562600,557,.0001510000
21,42736,KY,FINLEY,85.35244900,37.45454900,1153,.0003130000
21,42740,KY,GLENDALE,85.89210100,37.60339800,991,.0002690000
21,42741,KY,GLENS FORK,85.24011700,37.01819500,788,.0002140000
21,42742,KY,GRADYVILLE,85.42753000,37.05443800,775,.0002100000
21,42743,KY,GREENSBURG,85.52363900,37.24300900,8471,.0022990000
21,42746,KY,HARDYVILLE,85.75417400,37.22490500,1234,.0003350000
21,42748,KY,HODGENVILLE,85.72320600,37.57456600,6666,.0018090000
21,42749,KY,HORSE CAVE,85.87854900,37.18493900,5282,.0014330000
21,42752,KY,KETTLE,85.40917000,36.69457300,991,.0002690000
21,42753,KY,KNIFLEY,85.11284400,37.23188600,648,.0001760000
21,42754,KY,SADLER,86.30371000,37.49309800,13023,.0035340000
21,42757,KY,MAGNOLIA,85.73082300,37.41646400,2960,.0008030000
21,42761,KY,MILLTOWN,85.44418100,37.10341500,625,.0001700000
21,42762,KY,MILLWOOD,86.37982100,37.46087900,561,.0001520000
21,42764,KY,MOUNT SHERMAN,85.63138100,37.45340800,589,.0001600000
21,42765,KY,MUNFORDVILLE,85.92014100,37.28981200,4085,.0011080000
21,42768,KY,PEYTONSBURG,85.37166300,36.64629900,272,.0000740000
21,42776,KY,SONORA,85.92296900,37.52207000,2396,.0006500000
21,42782,KY,SUMMERSVILLE,85.61937600,37.34186000,778,.0002110000
21,42784,KY,UPTON,85.90861900,37.45680200,2272,.0006170000
21,42788,KY,WHITE MILLS,86.03951900,37.54376500,540,.0001470000
22,70001,LA,METAIRIE,90.16951300,29.98713800,39554,.0093730000
22,70002,LA,METAIRIE,90.16303000,30.00984300,19511,.0046230000
22,70003,LA,METAIRIE,90.21457000,29.99746000,46193,.0109460000
22,70005,LA,METAIRIE,90.13314000,30.00047600,26512,.0062830000
22,70006,LA,METAIRIE,90.19148300,30.01288500,16919,.0040090000
22,70030,LA,DES ALLEMANDS,90.44704900,29.82199300,3322,.0007870000
22,70031,LA,AMA,90.29250900,29.94349400,1300,.0003080000
22,70032,LA,ARABI,89.99649700,29.96115400,8954,.0021220000
22,70036,LA,BARATARIA,90.12623200,29.71785900,334,.0000790000
22,70037,LA,BELLE CHASSE,90.00417700,29.83451400,9920,.0023510000
22,70039,LA,BOUTTE,90.39339600,29.89731900,2432,.0005760000
22,70040,LA,BRAITHWAITE,89.88534700,29.67356300,2303,.0005460000
22,70041,LA,BURAS,89.47568000,29.34105600,6496,.0015390000
22,70043,LA,CHALMETTE,89.96113700,29.94661100,31850,.0075470000
22,70047,LA,NEW SARPY,90.37398200,29.96579000,10472,.0024820000
22,70049,LA,EDGARD,90.58167800,30.03186300,3702,.0008770000
22,70051,LA,GARYVILLE,90.62011300,30.05352000,3191,.0007560000
22,70052,LA,GRAMERCY,90.69018200,30.05271100,2765,.0006550000
22,70053,LA,GRETNA,90.05311500,29.91080600,16979,.0040230000
22,70056,LA,TERRYTOWN,90.02912300,29.89265200,37901,.0089810000
22,70057,LA,HAHNVILLE,90.48858100,30.00009400,745,.0001770000
22,70058,LA,HARVEY,90.06725900,29.87253500,36824,.0087260000
22,70062,LA,KENNER,90.24790100,29.99120300,20016,.0047430000
22,70065,LA,KENNER,90.25217500,30.02516400,54023,.0128020000
22,70067,LA,LAFITTE,90.05663300,29.56219400,0,.0000000000
22,70068,LA,LA PLACE,90.48954400,30.07771800,26023,.0061670000
22,70070,LA,LULING,90.36926100,29.92511600,11956,.0028330000
22,70071,LA,LUTCHER,90.70084000,30.04467900,3993,.0009460000
22,70072,LA,MARRERO,90.11046200,29.85975600,58905,.0139590000
22,70075,LA,MERAUX,89.92143300,29.93349400,7196,.0017050000
22,70079,LA,NORCO,90.41979600,30.00570600,4931,.0011680000
22,70080,LA,PARADIS,90.43524600,29.87703300,939,.0002230000
22,70083,LA,PORT SULPHUR,89.68475000,29.47001100,6398,.0015160000
22,70084,LA,RESERVE,90.55177300,30.06025500,7080,.0016780000
22,70085,LA,SAINT BERNARD,89.83641400,29.86109300,8082,.0019150000
22,70086,LA,SAINT JAMES,90.86054900,30.02759800,2515,.0005960000
22,70087,LA,SAINT ROSE,90.31243200,29.95807400,6340,.0015020000
22,70090,LA,VACHERIE,90.70969900,29.96937200,6652,.0015760000
22,70091,LA,VENICE,89.34777600,29.26181200,458,.0001090000
22,70092,LA,VIOLET,89.89599200,29.90434700,10549,.0025000000
22,70094,LA,BRIDGE CITY,90.18130500,29.91438600,35200,.0083410000
22,70112,LA,NEW ORLEANS,90.07530100,29.96048400,6047,.0014330000
22,70113,LA,NEW ORLEANS,90.08477700,29.94051100,12177,.0028860000
22,70114,LA,NEW ORLEANS,90.03312600,29.93793400,29767,.0070540000
22,70115,LA,NEW ORLEANS,90.10050000,29.92886300,45070,.0106800000
22,70116,LA,NEW ORLEANS,90.06461400,29.96860800,16592,.0039320000
22,70117,LA,NEW ORLEANS,90.03124000,29.97029800,56494,.0133870000
22,70118,LA,NEW ORLEANS,90.12359800,29.95035200,40049,.0094900000
22,70119,LA,NEW ORLEANS,90.08515600,29.97455200,47894,.0113490000
22,70121,LA,JEFFERSON,90.16095300,29.96307100,12924,.0030630000
22,70122,LA,NEW ORLEANS,90.06440900,30.00563700,47077,.0111560000
22,70123,LA,HARAHAN,90.21074800,29.95347300,25057,.0059380000
22,70124,LA,NEW ORLEANS,90.10938400,30.00708100,22851,.0054150000
22,70125,LA,NEW ORLEANS,90.10278500,29.95122500,22734,.0053870000
22,70126,LA,NEW ORLEANS,90.01891300,30.01534100,45119,.0106920000
22,70127,LA,NEW ORLEANS,89.98068800,30.03381100,29643,.0070240000
22,70128,LA,NEW ORLEANS,89.95642100,30.05269100,18844,.0044650000
22,70129,LA,NEW ORLEANS,89.90620600,30.04798400,14064,.0033330000
22,70130,LA,NEW ORLEANS,90.07394900,29.93243800,15576,.0036910000
22,70131,LA,NEW ORLEANS,89.99603300,29.91681100,26939,.0063840000
22,70301,LA,THIBODAUX,90.80960500,29.79921300,37831,.0089650000
22,70339,LA,PIERRE PART,91.20016700,29.95501000,5207,.0012340000
22,70340,LA,AMELIA,91.11110500,29.66046000,656,.0001550000
22,70341,LA,BELLE ROSE,91.04435100,30.02595500,4842,.0011470000
22,70342,LA,BERWICK,91.20566200,29.69878600,17631,.0041780000
22,70343,LA,BOURG,90.60866000,29.54848900,5310,.0012580000
22,70344,LA,CHAUVIN,90.59795200,29.46340100,6430,.0015240000
22,70345,LA,CUT OFF,90.33929800,29.52318800,13268,.0031440000
22,70346,LA,DONALDSONVILLE,90.99702500,30.10179900,11265,.0026690000
22,70353,LA,DULAC,90.65565500,29.35981400,1683,.0003990000
22,70354,LA,GALLIANO,90.29805400,29.43112500,3669,.0008690000
22,70355,LA,GHEENS,90.48485500,29.70759100,452,.0001070000
22,70356,LA,GIBSON,90.97763700,29.66252200,1642,.0003890000
22,70357,LA,GOLDEN MEADOW,90.26393200,29.38205400,4075,.0009660000
22,70358,LA,GRAND ISLE,90.00880100,29.22973000,1455,.0003450000
22,70359,LA,GRAY,90.78071000,29.69034000,4755,.0011270000
22,70360,LA,HOUMA,90.75480800,29.59433000,18335,.0043450000
22,70363,LA,HOUMA,90.69166800,29.56013700,23618,.0055970000
22,70364,LA,HOUMA,90.72680100,29.62988700,25330,.0060020000
22,70372,LA,LABADIEVILLE,90.96131900,29.83445800,2856,.0006770000
22,70374,LA,LOCKPORT,90.49061400,29.60349300,10863,.0025740000
22,70375,LA,MATHEWS,90.49491400,29.68198200,479,.0001140000
22,70377,LA,MONTEGUT,90.54395200,29.47436600,3892,.0009220000
22,70380,LA,MORGAN CITY,91.11649700,29.72393700,5341,.0012660000
22,70390,LA,NAPOLEONVILLE,91.02660800,29.92884000,7710,.0018270000
22,70392,LA,PATTERSON,91.28123100,29.69671000,13463,.0031900000
22,70394,LA,RACELAND,90.59990800,29.71783500,12920,.0030620000
22,70395,LA,SCHRIEVER,90.85134100,29.71227600,4774,.0011310000
22,70397,LA,THERIOT,90.76514600,29.45158700,3982,.0009440000
22,70401,LA,HAMMOND,90.48785600,30.51908000,16101,.0038150000
22,70403,LA,HAMMOND,90.46972000,30.49105400,15299,.0036250000
22,70420,LA,ABITA SPRINGS,90.00407200,30.48369600,2659,.0006300000
22,70422,LA,AMITE,90.57049300,30.71820800,12006,.0028450000
22,70426,LA,ANGIE,89.85671400,30.92240600,6303,.0014940000
22,70427,LA,BOGALUSA,89.86532900,30.77330300,18938,.0044880000
22,70431,LA,BUSH,89.95566400,30.61339300,3906,.0009260000
22,70433,LA,COVINGTON,90.09593300,30.48760600,26117,.0061890000
22,70436,LA,FLUKER,90.52067000,30.81277600,186,.0000440000
22,70437,LA,FOLSOM,90.18792700,30.61447000,4832,.0011450000
22,70438,LA,FRANKLINTON,90.11547900,30.85773500,16352,.0038750000
22,70441,LA,GREENSBURG,90.72556100,30.86469300,3833,.0009080000
22,70443,LA,INDEPENDENCE,90.52768500,30.63514800,4330,.0010260000
22,70444,LA,KENTWOOD,90.47282900,30.88921500,11244,.0026640000
22,70445,LA,LACOMBE,89.92974400,30.32202700,7956,.0018850000
22,70446,LA,LORANGER,90.35672300,30.58840700,8701,.0020620000
22,70447,LA,MADISONVILLE,90.17728200,30.42874300,3110,.0007370000
22,70448,LA,MANDEVILLE,90.07684600,30.38609600,22492,.0053300000
22,70449,LA,MAUREPAS,90.70425500,30.27158700,2489,.0005900000
22,70450,LA,MOUNT HERMON,90.27688600,30.95361900,1577,.0003740000
22,70452,LA,PEARL RIVER,89.77315000,30.39444800,9228,.0021870000
22,70453,LA,PINE GROVE,90.76723500,30.70320200,444,.0001050000
22,70454,LA,PONCHATOULA,90.44224700,30.44064400,15713,.0037230000
22,70455,LA,ROBERT,90.33517100,30.50632700,564,.0001340000
22,70456,LA,ROSELAND,90.52427700,30.77171100,2062,.0004890000
22,70458,LA,SLIDELL,89.77119200,30.27841100,28918,.0068530000
22,70460,LA,SLIDELL,89.81289500,30.29161100,18020,.0042700000
22,70461,LA,SLIDELL,89.72902700,30.27261500,17270,.0040920000
22,70462,LA,SPRINGFIELD,90.57747900,30.41573800,5597,.0013260000
22,70466,LA,TICKFAW,90.48199700,30.56684900,5565,.0013190000
22,70467,LA,VARNADO,89.76060000,30.98208500,15,.0000040000
22,70501,LA,LAFAYETTE,92.00826100,30.23614100,31717,.0075160000
22,70503,LA,LAFAYETTE,92.04974500,30.18425600,25109,.0059500000
22,70506,LA,LAFAYETTE,92.06562300,30.20770700,33970,.0080500000
22,70507,LA,LAFAYETTE,92.01596200,30.28131300,12074,.0028610000
22,70508,LA,LAFAYETTE,92.02357900,30.15822200,20568,.0048740000
22,70510,LA,FORKED ISLAND,92.14265500,29.95882800,21018,.0049810000
22,70512,LA,ARNAUDVILLE,91.92628500,30.39805400,5676,.0013450000
22,70514,LA,BALDWIN,91.54578300,29.84878400,4601,.0010900000
22,70515,LA,BASILE,92.57357000,30.49778700,2733,.0006480000
22,70516,LA,BRANCH,92.33461800,30.32868400,2695,.0006390000
22,70517,LA,HENDERSON,91.90589900,30.27495500,9596,.0022740000
22,70518,LA,BROUSSARD,91.95017100,30.12189000,8159,.0019330000
22,70520,LA,CARENCRO,92.04226500,30.32443300,12256,.0029040000
22,70525,LA,CHURCH POINT,92.22395400,30.40128700,11108,.0026320000
22,70526,LA,CROWLEY,92.37770900,30.21475300,17975,.0042600000
22,70528,LA,DELCAMBRE,91.98893800,29.94741400,2769,.0006560000
22,70529,LA,DUSON,92.15245500,30.19121600,7160,.0016970000
22,70531,LA,EGAN,92.50022600,30.25096600,359,.0000850000
22,70532,LA,ELTON,92.69961400,30.47149600,1973,.0004680000
22,70533,LA,ERATH,92.03426600,29.95223700,7280,.0017250000
22,70535,LA,EUNICE,92.39847400,30.51158000,21409,.0050730000
22,70537,LA,EVANGELINE,92.55324400,30.26829000,475,.0001130000
22,70538,LA,FRANKLIN,91.50264300,29.78565600,15334,.0036340000
22,70542,LA,GUEYDAN,92.53377900,30.02554100,3839,.0009100000
22,70543,LA,IOTA,92.53220100,30.30008100,5338,.0012650000
22,70544,LA,JEANERETTE,91.65439700,29.90324000,14068,.0033340000
22,70546,LA,JENNINGS,92.65740500,30.22011000,11966,.0028360000
22,70548,LA,KAPLAN,92.30246300,29.97709600,9442,.0022370000
22,70549,LA,LAKE ARTHUR,92.68252600,30.09097000,5011,.0011870000
22,70552,LA,LOREAUVILLE,91.65957100,30.06827600,109,.0000260000
22,70554,LA,MAMOU,92.41964600,30.64964800,6639,.0015730000
22,70555,LA,MAURICE,92.10703500,30.07215000,3628,.0008600000
22,70559,LA,MIDLAND,92.46315300,30.14343700,4566,.0010820000
22,70560,LA,NEW IBERIA,91.81995900,30.00102700,56105,.0132950000
22,70570,LA,OPELOUSAS,92.08966800,30.51442000,46673,.0110600000
22,70577,LA,PORT BARRE,91.92857600,30.54778800,4940,.0011710000
22,70578,LA,RAYNE,92.24859200,30.20450800,15652,.0037090000
22,70581,LA,ROANOKE,92.68697300,30.31816700,2766,.0006550000
22,70582,LA,SAINT MARTINVILL,91.82596100,30.20828200,29590,.0070120000
22,70583,LA,SCOTT,92.09807900,30.25040100,9093,.0021550000
22,70584,LA,CANKTON,92.07568100,30.39374100,634,.0001500000
22,70586,LA,VILLE PLATTE,92.27371000,30.69237600,14291,.0033870000
22,70589,LA,WASHINGTON,92.03988800,30.70988100,3771,.0008940000
22,70591,LA,WELSH,92.81897200,30.23625900,5587,.0013240000
22,70592,LA,YOUNGSVILLE,92.00962900,30.09749800,6671,.0015810000
22,70601,LA,LAKE CHARLES,93.18796600,30.22845300,49710,.0117800000
22,70605,LA,LAKE CHARLES,93.22179800,30.16934900,42627,.0101010000
22,70611,LA,LAKE CHARLES,93.21108200,30.32203100,12470,.0029550000
22,70630,LA,BELL CITY,92.94407000,30.11445400,1365,.0003230000
22,70631,LA,CAMERON,93.27766200,29.86492000,5677,.0013450000
22,70632,LA,CREOLE,93.03487400,29.79781300,1023,.0002420000
22,70633,LA,DEQUINCY,93.41505300,30.42111300,8271,.0019600000
22,70634,LA,DERIDDER,93.26846100,30.82873800,19304,.0045740000
22,70637,LA,DRY CREEK,92.98884900,30.73535600,1597,.0003780000
22,70639,LA,EVANS,93.42217100,31.00881700,2757,.0006530000
22,70643,LA,GRAND CHENIER,92.89799700,29.78753500,696,.0001650000
22,70645,LA,HACKBERRY,93.37497300,29.98218700,1668,.0003950000
22,70647,LA,IOWA,93.02586000,30.22193700,4915,.0011650000
22,70648,LA,KINDER,92.86933200,30.46065300,6853,.0016240000
22,70650,LA,LACASSINE,92.82926200,30.14558700,460,.0001090000
22,70652,LA,LONGVILLE,93.25480600,30.57999200,1324,.0003140000
22,70653,LA,FIELDS,93.53073400,30.77014500,3273,.0007760000
22,70654,LA,MITTIE,92.93205600,30.67881200,477,.0001130000
22,70655,LA,OBERLIN,92.75267200,30.61620000,3121,.0007400000
22,70656,LA,PITKIN,92.95476200,30.93298800,3603,.0008540000
22,70657,LA,RAGLEY,93.23365200,30.47026200,2530,.0006000000
22,70658,LA,REEVES,93.03684700,30.49673400,1718,.0004070000
22,70660,LA,SINGER,93.46498600,30.53290600,2374,.0005630000
22,70661,LA,STARKS,93.66148500,30.30847700,2457,.0005820000
22,70662,LA,SUGARTOWN,93.01701700,30.82765300,319,.0000760000
22,70663,LA,SULPHUR,93.36391100,30.21900100,29774,.0070550000
22,70668,LA,VINTON,93.57280800,30.20152300,6584,.0015600000
22,70669,LA,WESTLAKE,93.26883700,30.26127400,11106,.0026320000
22,70710,LA,ADDIS,91.26134800,30.35569900,2354,.0005580000
22,70711,LA,ALBANY,90.59641500,30.51487200,4533,.0010740000
22,70712,LA,ANGOLA,91.59794800,30.96562000,5382,.0012750000
22,70714,LA,BAKER,91.14289300,30.58139500,19623,.0046500000
22,70715,LA,BATCHELOR,91.66867500,30.80263100,1864,.0004420000
22,70717,LA,BLANKS,91.61584500,30.57981300,1657,.0003930000
22,70719,LA,BRUSLY,91.25264900,30.38769200,3429,.0008130000
22,70720,LA,BUECHE,91.33830300,30.57489400,504,.0001190000
22,70721,LA,POINT CLAIR,91.10248400,30.22075900,1104,.0002620000
22,70722,LA,CLINTON,90.93314100,30.82486700,3028,.0007180000
22,70723,LA,CONVENT,90.86498800,30.05525100,2052,.0004860000
22,70725,LA,DARROW,90.96510200,30.12999000,1090,.0002580000
22,70726,LA,PORT VINCENT,90.93258800,30.48462300,34574,.0081930000
22,70729,LA,ERWINVILLE,91.39944400,30.55125200,342,.0000810000
22,70730,LA,ETHEL,91.10997500,30.81312400,3979,.0009430000
22,70732,LA,FORDOCHE,91.69725800,30.55083500,0,.0000000000
22,70733,LA,FRENCH SETTLEMEN,90.77322500,30.33639400,3132,.0007420000
22,70734,LA,GEISMAR,90.97582400,30.23626500,3622,.0008580000
22,70736,LA,GLYNN,91.34231100,30.63761700,557,.0001320000
22,70737,LA,GONZALES,90.91801200,30.24730600,21482,.0050910000
22,70739,LA,GREENWELL SPRING,91.00748400,30.52114000,8000,.0018960000
22,70740,LA,GROSSE TETE,91.43829000,30.38793500,956,.0002270000
22,70744,LA,HOLDEN,90.66517600,30.55564600,2424,.0005740000
22,70748,LA,THE BLUFFS,91.23453700,30.82703400,7635,.0018090000
22,70749,LA,JARREAU,91.43320500,30.63258500,1365,.0003230000
22,70750,LA,KROTZ SPRINGS,91.75632900,30.53792800,935,.0002220000
22,70752,LA,LAKELAND,91.42167700,30.57994100,839,.0001990000
22,70753,LA,LETTSWORTH,91.74025200,30.93239400,1589,.0003770000
22,70754,LA,LIVINGSTON,90.76733900,30.47410700,4653,.0011030000
22,70755,LA,LIVONIA,91.53321900,30.55235300,2711,.0006420000
22,70756,LA,LOTTIE,91.71053000,30.50394700,9,.0000020000
22,70757,LA,RAMAH,91.51681600,30.48229200,2070,.0004910000
22,70759,LA,MORGANZA,91.59593500,30.72449100,1082,.0002560000
22,70760,LA,NEW ROADS,91.44212400,30.70135600,7642,.0018110000
22,70761,LA,NORWOOD,91.06287100,30.95177200,1833,.0004340000
22,70762,LA,OSCAR,91.48458000,30.59875900,744,.0001760000
22,70763,LA,PAULINA,90.73743900,30.03515900,2639,.0006250000
22,70764,LA,PLAQUEMINE,91.25236100,30.26841400,16692,.0039550000
22,70767,LA,PORT ALLEN,91.25408800,30.47198300,12837,.0030420000
22,70769,LA,GALVEZ,90.92990400,30.31558800,13275,.0031460000
22,70770,LA,PRIDE,90.99429000,30.61332100,5260,.0012460000
22,70772,LA,ROSEDALE,91.45616000,30.44077600,807,.0001910000
22,70773,LA,ROUGON,91.38131600,30.60345200,542,.0001280000
22,70774,LA,SAINT AMANT,90.84352700,30.23849000,6177,.0014640000
22,70775,LA,BAINS,91.39226600,30.85865800,5634,.0013350000
22,70776,LA,IBERVILLE,91.09162000,30.27987300,3225,.0007640000
22,70777,LA,SLAUGHTER,91.05225100,30.79913900,4558,.0010800000
22,70778,LA,SORRENTO,90.86314000,30.18538800,1303,.0003090000
22,70780,LA,SUNSHINE,91.17992200,30.29824000,395,.0000940000
22,70781,LA,TORBERT,91.42161600,30.53857500,27,.0000060000
22,70783,LA,VENTRESS,91.40325700,30.68140400,1926,.0004560000
22,70785,LA,WALKER,90.85570800,30.52474800,12659,.0030000000
22,70788,LA,WHITE CASTLE,91.17734300,30.15447000,5739,.0013600000
22,70789,LA,WILSON,91.06551100,30.94732500,77,.0000180000
22,70791,LA,ZACHARY,91.13584100,30.65612900,18647,.0044190000
22,70792,LA,UNCLE SAM,90.77187900,30.02167900,263,.0000620000
22,70801,LA,BATON ROUGE,91.18695400,30.45073100,62,.0000150000
22,70802,LA,BATON ROUGE,91.16903700,30.44423600,35116,.0083210000
22,70805,LA,BATON ROUGE,91.14809500,30.48604000,30584,.0072470000
22,70806,LA,BATON ROUGE,91.13004600,30.44848600,25893,.0061360000
22,70807,LA,SCOTLANDVILLE,91.17861500,30.53319900,23234,.0055060000
22,70808,LA,BATON ROUGE,91.14676500,30.40659600,31189,.0073910000
22,70809,LA,BATON ROUGE,91.08421300,30.40889100,15623,.0037020000
22,70810,LA,BATON ROUGE,91.09189800,30.36330900,22331,.0052920000
22,70811,LA,GREENWOOD,91.12653900,30.53046000,13653,.0032350000
22,70812,LA,BATON ROUGE,91.11811100,30.50515900,11842,.0028060000
22,70814,LA,BATON ROUGE,91.06893600,30.48480800,13227,.0031340000
22,70815,LA,BATON ROUGE,91.05955800,30.45580900,27565,.0065320000
22,70816,LA,BATON ROUGE,91.03564500,30.42728900,32885,.0077930000
22,70817,LA,BATON ROUGE,91.00213000,30.39040400,20916,.0049560000
22,70818,LA,BATON ROUGE,91.04996400,30.54083200,8368,.0019830000
22,70819,LA,BATON ROUGE,91.01565000,30.46679000,5377,.0012740000
22,70820,LA,BATON ROUGE,91.16706400,30.37952300,10710,.0025380000
22,71001,LA,ARCADIA,92.92452900,32.55564300,4367,.0010350000
22,71003,LA,ATHENS,93.02387500,32.64507300,1336,.0003170000
22,71004,LA,BELCHER,93.85079900,32.75439300,849,.0002010000
22,71006,LA,BENTON,93.69095000,32.69761700,7234,.0017140000
22,71007,LA,BETHANY,94.00339400,32.36617900,404,.0000960000
22,71008,LA,BIENVILLE,92.90840200,32.25232300,445,.0001050000
22,71016,LA,CASTOR,93.09357600,32.24518100,2784,.0006600000
22,71018,LA,COTTON VALLEY,93.42588500,32.81901100,2061,.0004880000
22,71019,LA,HANNA,93.31564400,32.05009900,9339,.0022130000
22,71023,LA,DOYLINE,93.39958500,32.49002300,3065,.0007260000
22,71024,LA,DUBBERLY,93.21419000,32.51916400,1117,.0002650000
22,71027,LA,FRIERSON,93.69148800,32.24496800,1600,.0003790000
22,71028,LA,GIBSLAND,93.07055800,32.52987400,2219,.0005260000
22,71029,LA,GILLIAM,93.82926800,32.82505500,367,.0000870000
22,71030,LA,GLOSTER,93.82930900,32.19170500,1242,.0002940000
22,71031,LA,GOLDONNA,92.96105600,31.99998800,1378,.0003270000
22,71032,LA,GRAND CANE,93.79406400,32.10500000,1048,.0002480000
22,71033,LA,GREENWOOD,93.96925200,32.42402500,3140,.0007440000
22,71034,LA,HALL SUMMIT,93.30475000,32.17524900,227,.0000540000
22,71037,LA,HAUGHTON,93.56574200,32.55073200,13876,.0032880000
22,71038,LA,HAYNESVILLE,93.06913700,32.92780700,7888,.0018690000
22,71039,LA,HEFLIN,93.28519200,32.44700800,1415,.0003350000
22,71040,LA,HOMER,93.02883400,32.77488300,6963,.0016500000
22,71043,LA,HOSSTON,93.88342500,32.89665300,766,.0001820000
22,71044,LA,IDA,93.90218600,32.99339300,742,.0001760000
22,71045,LA,JAMESTOWN,93.18475800,32.36127000,380,.0000900000
22,71046,LA,KEATCHIE,93.95104600,32.16217300,1068,.0002530000
22,71047,LA,KEITHVILLE,93.88813800,32.31605900,8291,.0019650000
22,71048,LA,LISBON,92.88781000,32.84519600,427,.0001010000
22,71049,LA,LOGANSPORT,93.96273300,31.99432700,4130,.0009790000
22,71051,LA,ELM GROVE,93.50261500,32.38862800,2216,.0005250000
22,71052,LA,MANSFIELD,93.69804500,32.02386300,12317,.0029190000
22,71055,LA,MINDEN,93.28858700,32.63228100,21954,.0052020000
22,71059,LA,MIRA,93.91879700,32.92249100,207,.0000490000
22,71060,LA,MOORINGSPORT,93.97301800,32.66258000,2838,.0006730000
22,71061,LA,OIL CITY,93.98384400,32.74510700,1874,.0004440000
22,71063,LA,PELICAN,93.56336100,31.89656300,998,.0002360000
22,71064,LA,PLAIN DEALING,93.69053400,32.90741900,4904,.0011620000
22,71065,LA,PLEASANT HILL,93.51359400,31.80857700,1338,.0003170000
22,71067,LA,PRINCETON,93.52257700,32.57908900,1914,.0004540000
22,71068,LA,RINGGOLD,93.29824100,32.32630200,4442,.0010530000
22,71069,LA,RODESSA,93.98847400,32.97007900,1014,.0002400000
22,71070,LA,CHESTNUT,92.94860600,32.15660400,1207,.0002860000
22,71071,LA,SAREPTA,93.44040700,32.94336100,4570,.0010830000
22,71072,LA,SHONGALOO,93.29626400,32.97128900,752,.0001780000
22,71073,LA,SIBLEY,93.30090200,32.50953900,1363,.0003230000
22,71075,LA,SPRINGHILL,93.45956300,33.00054000,6271,.0014860000
22,71078,LA,STONEWALL,93.80027700,32.28475800,3009,.0007130000
22,71079,LA,SUMMERFIELD,92.82151600,32.92380200,25,.0000060000
22,71082,LA,TREES,93.98731200,32.86684400,5880,.0013930000
22,71101,LA,SHREVEPORT,93.74869600,32.50374300,11355,.0026910000
22,71103,LA,SHREVEPORT,93.77270100,32.49445900,12908,.0030590000
22,71104,LA,SHREVEPORT,93.73486200,32.48297800,14181,.0033600000
22,71105,LA,SHREVEPORT,93.71434100,32.45888200,19053,.0045150000
22,71106,LA,FORBING,93.74792200,32.42625100,32844,.0077830000
22,71107,LA,DIXIE,93.82878100,32.56465200,29013,.0068750000
22,71108,LA,SHREVEPORT,93.78137800,32.44859600,19800,.0046920000
22,71109,LA,SHREVEPORT,93.80129700,32.47399400,27393,.0064910000
22,71110,LA,BARKSDALE A F B,93.63817200,32.51431300,3518,.0008340000
22,71111,LA,BOSSIER CITY,93.70382600,32.54492400,26472,.0062730000
22,71112,LA,BOSSIER CITY,93.67672300,32.48602500,25299,.0059950000
22,71115,LA,CASPIANA,93.69740200,32.41015600,8897,.0021080000
22,71118,LA,SHREVEPORT,93.80254300,32.39766400,23539,.0055780000
22,71119,LA,SHREVEPORT,93.87261000,32.47712100,10578,.0025070000
22,71129,LA,SHREVEPORT,93.87419200,32.41412000,12661,.0030000000
22,71201,LA,MONROE,92.10610400,32.52855100,22419,.0053130000
22,71202,LA,RICHWOOD,92.09023100,32.46332700,32038,.0075920000
22,71203,LA,MONROE,92.04224100,32.55303800,35643,.0084460000
22,71219,LA,BASKIN,91.71315400,32.28972800,1518,.0003600000
22,71220,LA,BASTROP,91.90776000,32.78938200,26388,.0062530000
22,71222,LA,BERNICE,92.62626900,32.82102400,3510,.0008320000
22,71223,LA,BONITA,91.68215800,32.91226300,963,.0002280000
22,71225,LA,CALHOUN,92.32992900,32.52479100,4082,.0009670000
22,71226,LA,CHATHAM,92.43743300,32.29224600,1254,.0002970000
22,71227,LA,CHOUDRANT,92.52241900,32.55562700,5436,.0012880000
22,71229,LA,COLLINSTON,91.86341900,32.69714300,1128,.0002670000
22,71232,LA,WARDEN,91.51248700,32.45043300,6657,.0015770000
22,71234,LA,DOWNSVILLE,92.37447100,32.65250800,4019,.0009520000
22,71235,LA,DUBACH,92.67854300,32.69489300,2838,.0006730000
22,71237,LA,EPPS,91.49135000,32.61609900,1586,.0003760000
22,71238,LA,EROS,92.34795000,32.39882200,2296,.0005440000
22,71239,LA,EXTENSION,91.80109100,31.94706500,263,.0000620000
22,71241,LA,FARMERVILLE,92.31795500,32.75337800,7172,.0017000000
22,71243,LA,FORT NECESSITY,91.82569400,32.04341200,74,.0000180000
22,71245,LA,GRAMBLING,92.71578500,32.52439800,5740,.0013600000
22,71250,LA,JONES,91.59650900,32.96628600,386,.0000910000
22,71251,LA,JONESBORO,92.69442500,32.24829200,11078,.0026250000
22,71254,LA,LAKE PROVIDENCE,91.19057000,32.80706700,7774,.0018420000
22,71256,LA,LILLIE,92.68576900,32.95293100,439,.0001040000
22,71259,LA,MANGHAM,91.79760700,32.33311400,3493,.0008280000
22,71260,LA,LINVILLE,92.25706000,32.88815500,3761,.0008910000
22,71261,LA,MER ROUGE,91.77164300,32.77176000,2177,.0005160000
22,71263,LA,TERRY,91.41290500,32.87225800,9056,.0021460000
22,71264,LA,OAK RIDGE,91.76178500,32.62431700,913,.0002160000
